CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;FECHA CUMPLIMIENTO FINAL UNIFICADA;COMPROMETIDOS;ENTREGADOS;NO ENTREGADOS;NO ENTREGADOS CRITICOS;NO ENTREGADOS NO CRITICOS;ENTREGADOS AT;ENTREGADOS AT CRITICOS;ENTREGADOS AT NO CRITICOS;ENTREGADOS FT;ENTREGADOS FT CRITICOS;ENTREGADOS FT NO CRITICOS;DIAS DE DEMORA;CLASIFICACION;Año;Personalizado;Valor objetivo cumpli;Demora Max Objetivo;Demora-7;DemoraMaxObjetivo;CLASIFICACION 2;Columna1;Columna2;CONCATENA;BUSCA EL ALMACEN ;Vacío
00375 YPF OLEODUCTO PR-LP;1000068986;40;ZPAN;ELECTRODOMESTICOS Y;;0;;;;GORIHUELA;1001776;ESLINGA SINTETICA 3MTS 3TN CERTIFICADA;4;Materiales Stock;CUMPLIDO;MR01;14;21/6/2025;30/6/2025;junio;10124347;40;1;21/6/2025;21/6/2025;375;4500102038;10;2001;1;FGARCIA;23/6/2025;23/6/2025;25/6/2025;25/6/2025;375;ORTIZ FISCHER Y CIA. S.A.;4;0;0;4;5000136870;27/6/2025;2001;1;1;27/6/2025;WPUCHETA;;8000072013;4;1;WPUCHETA;27/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341363;4;PRIAL;5/7/2025;4/7/2025;4/7/2025;1;1;0;0;0;0;0;0;1;0;1;4;SEDE;2025;Período Contable;0,75;7;-3;7;SEDE;1001776;0;1001776375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;10;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001783;ACEITE HIDRAULICO X 205L;1;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;1;0;;;;8000071729;1;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;1;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001783;0;1001783375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;20;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001784;ACEITE  HY GARD X 209L;1;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;2;0;;;;8000071729;1;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;1;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001784;0;1001784375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;30;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001786;ACEITE ISO 46 HIDRAULICO  X 205L;2;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;3;0;;;;8000071729;2;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;2;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001786;0;1001786375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;40;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001787;ACEITE ISO 68 HIDRAULICO X 205L;2;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;5;0;;;;8000071729;2;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;2;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001787;0;1001787375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;50;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001788;ACEITE SAE  10W X 205L;2;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;6;0;;;;8000071729;2;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;2;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001788;0;1001788375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;60;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001790;ACEITE 15W40  X 205L;5;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;7;0;;;;8000071729;5;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;5;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001790;0;1001790375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;70;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001795;ACEITE 85W140 X 205L;1;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;8;0;;;;8000071729;1;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;1;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001795;0;1001795375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;80;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001801;ACEITE 80W X 205L;1;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;9;0;;;;8000071729;1;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;1;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;#N/D;#N/D;1001801375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;90;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001826;CUBIERTA 265 70 R16;3;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;10;0;;;;8000071729;3;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;3;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001826;0;1001826375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;100;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001827;CUBIERTA 12.00 R20 FG85 (lineal);2;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;12;0;;;;8000071729;2;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;2;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;#N/D;#N/D;1001827375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;110;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001828;CUBIERTA 12.00 R20 TG85 (TRACCION);2;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;13;0;;;;8000071729;2;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;2;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;#N/D;#N/D;1001828375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;120;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001834;CUBIERTA 265 65 17 DUELER A T 693;7;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;14;0;;;;8000071729;7;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;7;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001834;0;1001834375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;130;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001841;CAMARA 12.00 R20;3;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;15;0;;;;8000071729;3;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;3;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;#N/D;#N/D;1001841375;375;
00375 YPF OLEODUCTO PR-LP;1000068991;140;ZPAS;TRASLADO 369 A 375;;0;;;;GORIHUELA;1001842;PROTECTOR P CAMARA 12.00;3;Materiales Stock;CUMPLIDO;MR01;1;21/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;16;0;;;;8000071729;3;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337747;3;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;#N/D;#N/D;1001842375;375;
00375 YPF OLEODUCTO PR-LP;1000068997;10;ZPAS;Grasa y bandejas;;0;;;;GORIHUELA;1020460;BANDEJA ANTIDERRAME 3.30X1.15X0.30;1;Material No Valorado;CUMPLIDO;MR01;1;23/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;1;0;;;;8000071728;1;1;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337746;1;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;#N/D;#N/D;1020460375;375;
00375 YPF OLEODUCTO PR-LP;1000068997;20;ZPAS;Grasa y bandejas;;0;;;;GORIHUELA;1020464;BANDEJA ANTIDERRAME 3X1.25X0.25;1;Material No Valorado;CUMPLIDO;MR01;1;23/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;2;0;;;;8000071728;1;1;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337746;1;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;#N/D;#N/D;1020464375;375;
00375 YPF OLEODUCTO PR-LP;1000068997;30;ZPAS;Grasa y bandejas;;0;;;;GORIHUELA;1001804;GRASA LITIO LIMIT MO-2 (NEGRA) X 180 KG;2;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;4/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;3;0;;;;8000071728;2;2;GPANIAGUA;24/6/2025;24/6/2025;;;;;4900337746;2;PMATTIUSSI;24/6/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001804;0;1001804375;375;
00375 YPF OLEODUCTO PR-LP;1000069010;81;ZPOE;40000928;;0;;;;GORIHUELA;1013261;DETECTOR DE FALLAS DE REVEST 600000703;1;Mat. genericos EQP Menor;CUMPLIDO;MR01;1;23/6/2025;30/6/2025;junio;;0;0;;;;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;8000071741;1;1;JMORENO;24/6/2025;25/7/2025;;;;;;0;;;;25/7/2025;1;1;0;0;0;0;0;0;1;0;1;25;EQUIPOS MENORES;2025;Período Contable;0,75;7;18;7;EQUIPOS MENORES;#N/D;#N/D;1013261375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;10;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001687;ANTEOJO INCOLORO;8;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;1;0;;;;8000071799;8;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;8;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001687;0;1001687375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;20;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001701;GUANTE NITRILO AZUL PUNO ELASTIZADO;27;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;2;0;;;;8000071799;27;4;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900342187;27;PRIAL;9/7/2025;9/7/2025;9/7/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001701;0;1001701375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;30;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001708;GUANTE POLIAMIDA LAMINADO PALMAPU-TALLE9;13;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;3;0;;;;8000071799;13;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;13;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001708;0;1001708375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;40;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001743;BOTA GOMA P.ACERO N 39;2;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;4;0;;;;8000071799;2;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;2;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001743;0;1001743375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;50;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001746;BOTA GOMA P.ACERO N 42;3;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;5;0;;;;8000071799;3;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;3;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001746;0;1001746375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;60;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001748;BOTA GOMA P.ACERO N 44;2;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;6;0;;;;8000071799;2;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;2;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001748;0;1001748375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;70;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001824;CUBIERTA 295 80 R22.5;1;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;7;0;;;;8000071799;1;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;1;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001824;0;1001824375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;80;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001861;TALONARIOREMITO R CUADRUPLICADOX25H.;2;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;1;0;;;;8000072684;2;2;PAPPELLA;11/7/2025;16/7/2025;10563;Bulto 1 LB 375;LBARTON;11/7/2025;4900345633;2;PMATTIUSSI;22/7/2025;22/7/2025;22/7/2025;1;1;0;0;0;0;0;0;1;0;1;7;PAÑOL;2025;Período Contable;0,75;7;0;7;PAÑOL;1001861;0;1001861375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;90;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001871;RESMA DE HOJA A4 70GR. X UN;4;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;8;0;;;;8000071799;4;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;4;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001871;0;1001871375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;100;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001878;CINTA DE ENMASCARAR 48MM X ROLLO;3;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;9;0;;;;8000071799;3;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;3;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001878;0;1001878375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;110;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001880;MARCADOR INDUSTRIAL - AZUL UNIPAINT X UN;2;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;10;0;;;;8000071799;2;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;2;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001880;0;1001880375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;120;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001951;CANDADO 50MM XUN;3;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;11;0;;;;8000071799;3;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;3;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001951;0;1001951375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;130;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001952;TRAPO LIMPIO (BOLSAX10KG) XUN;3;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;13;0;;;;8000071799;3;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;3;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001952;0;1001952375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;140;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001961;CINTA AISLADORA NEGRA X10MT;6;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;14;0;;;;8000071799;6;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;6;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001961;0;1001961375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;150;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1001964;CINTA AISLADORA BLANCA;3;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;15;0;;;;8000071799;3;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;3;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1001964;0;1001964375;375;
00375 YPF OLEODUCTO PR-LP;1000069028;160;ZPAS;REP STOCK 375;;0;;;;EJUAREZ;1003954;BATERIA 12V 180AMP;1;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;;0375;16;0;;;;8000071799;1;2;PAPPELLA;25/6/2025;2/7/2025;10424;2 LB 375;LBARTON;27/6/2025;4900341347;1;PRIAL;5/7/2025;24/6/2025;24/6/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1003954;0;1003954375;375;
00375 YPF OLEODUCTO PR-LP;1000069030;10;ZPAN;REP NO STOCK 375;;0;;;;EJUAREZ;1001919;REPELENTE PARA INSECTOS OFF EN AEROSOL;3;Materiales Stock;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;10124402;10;1;23/6/2025;23/6/2025;C17;4500102181;10;0375;1;GJULIANI;25/6/2025;25/6/2025;4/7/2025;11/7/2025;C17;GOMEZ MARIA MARCELA;3;0;0;3;5000137867;7/7/2025;0375;1;1;7/7/2025;PMATTIUSSI;;8000072509;3;1;PMATTIUSSI;7/7/2025;7/7/2025;;;;;4900341579;3;PMATTIUSSI;7/7/2025;7/7/2025;7/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1001919;0;1001919375;375;
00375 YPF OLEODUCTO PR-LP;1000069030;20;ZPAN;REP NO STOCK 375;;0;;;;EJUAREZ;1015807;LAVANDINA X 5 LTS;4;Materiales Stock S/Devol;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;10124402;20;1;23/6/2025;23/6/2025;C17;4500102181;20;0375;1;GJULIANI;25/6/2025;25/6/2025;4/7/2025;11/7/2025;C17;GOMEZ MARIA MARCELA;4;0;0;4;5000137867;7/7/2025;0375;2;1;7/7/2025;PMATTIUSSI;;8000072509;4;1;PMATTIUSSI;7/7/2025;7/7/2025;;;;;4900341579;4;PMATTIUSSI;7/7/2025;7/7/2025;7/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1015807;0;1015807375;375;
00375 YPF OLEODUCTO PR-LP;1000069030;30;ZPAN;REP NO STOCK 375;;0;;;;EJUAREZ;1015820;"LUSTRAMUEBLES &#160;BLEM &#160;ORIGINAL";6;Materiales Stock S/Devol;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;10124402;30;1;23/6/2025;23/6/2025;C17;4500102181;30;0375;1;GJULIANI;25/6/2025;25/6/2025;4/7/2025;11/7/2025;C17;GOMEZ MARIA MARCELA;6;0;0;6;5000137867;7/7/2025;0375;3;1;7/7/2025;PMATTIUSSI;;8000072509;6;1;PMATTIUSSI;7/7/2025;7/7/2025;;;;;4900341579;6;PMATTIUSSI;7/7/2025;7/7/2025;7/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1015820;0;1015820375;375;
00375 YPF OLEODUCTO PR-LP;1000069030;40;ZPAN;REP NO STOCK 375;;0;;;;EJUAREZ;1015866;TRAPO DE PISO X UN;3;Materiales Stock S/Devol;CUMPLIDO;MR01;1;23/6/2025;15/7/2025;julio;10124402;40;1;23/6/2025;23/6/2025;C17;4500102181;40;0375;1;GJULIANI;25/6/2025;25/6/2025;4/7/2025;11/7/2025;C17;GOMEZ MARIA MARCELA;3;0;0;3;5000137867;7/7/2025;0375;4;1;7/7/2025;PMATTIUSSI;;8000072509;3;1;PMATTIUSSI;7/7/2025;7/7/2025;;;;;4900341579;3;PMATTIUSSI;7/7/2025;7/7/2025;7/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1015866;0;1015866375;375;
