Entrega;Destinatario mcía.;Nombre destinatario de mercancías;Documento compras;Material;Descripción de posición;Posición;Cantidad entrega;Un.medida venta;Fe.prefer.entrega;Peso total;Unidad de peso;Volumen;Unidad de volumen;Fecha de creación de entrega;Estado de picking;Fecha de picking;Modificado el;Grupo;Fecha de creación;Creado por;Descripción;Fe.mov.mcía.real;Organización ventas;Categoría posición;Lote;Almacén;Centro;Prioridad de entrega;Estado de picking
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002237;CANTONERA IZQQUIERDA XUN;900027;1;UN;17/9/2025;18,500;KG;3,588;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;LOTE INC;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002237;CANTONERA IZQQUIERDA XUN;900028;4;UN;17/9/2025;74;KG;14,352;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000106221;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002276;PROTECTOR LATERAL BALDE;900029;3;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;RS56921;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002276;PROTECTOR LATERAL BALDE;900030;1;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000085970;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002299;UNA RIPPER X UN;900031;8;UN;17/9/2025;43,040;KG;20,416;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000112306;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002309;PROTECTOR ESCARIFICADOR X UN;900032;8;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;RS2704286;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002329;ARANDELA P BULON CUCHILLA;900033;2;UN;17/9/2025;0,036;KG;0,003;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;3702;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002329;ARANDELA P BULON CUCHILLA;900034;26;UN;17/9/2025;0,468;KG;0,037;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000044053;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002358;CORTADOR LATERAL;900035;3;UN;17/9/2025;23,295;KG;15,694;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;LOTEINICIA;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002373;TUERCAS PARA CORTADORES LATERALES;900036;5;UN;17/9/2025;0,300;KG;0,071;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000085075;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002373;TUERCAS PARA CORTADORES LATERALES;900037;11;UN;17/9/2025;0,660;KG;0,155;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000102527;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002373;TUERCAS PARA CORTADORES LATERALES;900038;10;UN;17/9/2025;0,600;KG;0,141;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000104209;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002396;TRABA DE UNA;900039;15;UN;17/9/2025;6,375;KG;0,827;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;COMP261222;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002406;SEGMENTOS DE CORTES CENTRALES LATERALES;900040;3;UN;17/9/2025;58,680;KG;8,820;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;RS2714307;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002408;SEGMENTOS DE CORTE CENTRAL;900041;1;UN;17/9/2025;20,700;KG;2,940;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;RST3563;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002408;SEGMENTOS DE CORTE CENTRAL;900042;3;UN;17/9/2025;62,100;KG;8,820;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;2745513R;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002412;BULONES PARA CUCHILLAS TALON;900043;1;UN;17/9/2025;0,170;KG;0,049;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;FST194;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002412;BULONES PARA CUCHILLAS TALON;900044;5;UN;17/9/2025;0,850;KG;0,247;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;180223;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002412;BULONES PARA CUCHILLAS TALON;900045;5;UN;17/9/2025;0,850;KG;0,247;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000062184;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002413;TUERCAS PARA BULON DE CUCHILLAS TALON;900046;3;UN;17/9/2025;0,165;KG;0,032;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;RST-863;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002413;TUERCAS PARA BULON DE CUCHILLAS TALON;900047;8;UN;17/9/2025;0,440;KG;0,085;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;180223;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1002443;PLOW BOLT TUERCA;900048;16;UN;17/9/2025;9,200;KG;2,311;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000005951;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1003712;WASHER-HARD 26 X 44X4 MM THK;900136;2;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000093538;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1003712;WASHER-HARD 26 X 44X4 MM THK;900137;8;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000104208;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1003713;SHIM MOTONIVELADORA JD670;900138;20;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000027391;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1004006;BULON DE CUCHILLA;900139;3;UN;17/9/2025;2,730;KG;0,116;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000016189;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1004006;BULON DE CUCHILLA;900140;100;UN;17/9/2025;91;KG;3,880;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000020936;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1004006;BULON DE CUCHILLA;900141;20;UN;17/9/2025;18,200;KG;0,776;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;2650A;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1004006;BULON DE CUCHILLA;900142;1;UN;17/9/2025;0,910;KG;0,039;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;FA963;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1004006;BULON DE CUCHILLA;900143;66;UN;17/9/2025;60,060;KG;2,561;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;RST475529;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1016444;Traba de Uña;900145;4;UN;17/9/2025;1,396;KG;0,266;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;MMORALES;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;RST8089;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1022055;PORTA UÑA CENTRAL;900146;4;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;MMORALES;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000091346;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1022106;Reten de Protector Laterales;900147;17;UN;17/9/2025;15,453;KG;14,688;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;MMORALES;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000098831;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1036200;PLACA DESGASTE INFERIOR;900148;2;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;MMORALES;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000096853;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1036890;UÑA DE BALDE VOLVO;900149;4;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;MMORALES;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000116981;2000;MM01;0;C
8000074952;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000072422;1036891;PERNO DE UÑA DE BALDE VOLVO;900150;4;UN;17/9/2025;0;KG;0;DM3;20/8/2025;C;17/9/2025;23/9/2025;11082;21/8/2025;MMORALES;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000110687;2000;MM01;0;C
8000074951;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071898;1001881;MARCADOR INDUSTRIAL - ROJO UNIPAINT X UN;10;10;UN;15/9/2025;0,230;KG;0,110;DM3;20/8/2025;C;21/8/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;ZPCS;0000124337;2000;MM01;0;C
8000074951;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071898;1001927;DISCO CORTE 178X1.6X22 SECUR EXTRA  x UN;90;0;UN;15/9/2025;0;KG;0;DM3;20/8/2025;C;21/8/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074951;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071898;1001933;DISCO 114x1,6x222 REFORZADO x UN;110;1;UN;15/9/2025;0,043;KG;0,021;DM3;20/8/2025;C;21/8/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;ZPCS;0000118647;2000;MM01;0;C
8000074951;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071898;1001952;TRAPO LIMPIO (BOLSAX10KG) XUN;160;0;UN;15/9/2025;0;KG;0;DM3;20/8/2025;C;21/8/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074951;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071898;1001927;DISCO CORTE 178X1.6X22 SECUR EXTRA  x UN;900002;7;UN;15/9/2025;0,665;KG;0,356;DM3;20/8/2025;C;21/8/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000109299;2000;MM01;0;C
8000074951;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071898;1001952;TRAPO LIMPIO (BOLSAX10KG) XUN;900005;1;UN;15/9/2025;10;KG;71,456;DM3;20/8/2025;C;21/8/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000106751;2000;MM01;0;C
8000074949;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071897;1001685;DELANTALDESCARNE0.60X0.90CONREFUERZO;110;0;UN;15/9/2025;0;KG;0;DM3;20/8/2025;C;21/8/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074949;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071897;1001685;DELANTALDESCARNE0.60X0.90CONREFUERZO;900005;3;UN;15/9/2025;1,194;KG;10,440;DM3;20/8/2025;C;21/8/2025;23/9/2025;11082;21/8/2025;ERUARTE;1P TRASNP PROPIO 21.08.2025;23/9/2025;MMAP;TAN;0000116971;2000;MM01;0;C
8000074948;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071228;1001694;PASAMONTANAS PARA -10 GRADOS;610;78;UN;20/8/2025;5,382;KG;84,240;DM3;20/8/2025;C;21/8/2025;21/8/2025;;;ERUARTE;;21/8/2025;MMAP;ZPCS;0000042654;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002003;CAMISA JEAN T.44 C LOGO;130;0;UN;7/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002004;CAMISA JEAN T.46 C LOGO;140;0;UN;7/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002005;CAMISA JEAN T.48 C LOGO;150;0;UN;7/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002046;CAMISETA PRIMERA PIEL T.XL;360;0;UN;7/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002066;PANTALON PRIMERA PIEL T.L;410;0;UN;7/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1001692;MENTONERA PARA CASCO;550;0;UN;7/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1001708;GUANTE POLIAMIDA LAMINADO PALMAPU-TALLE9;580;0;UN;7/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1001720;SEMIMASCARA;590;0;UN;7/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;ZPCS;;2000;MM01;0;
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002003;CAMISA JEAN T.44 C LOGO;900001;5;UN;7/9/2025;2,250;KG;2,683;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000116983;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002004;CAMISA JEAN T.46 C LOGO;900002;4;UN;7/9/2025;1,960;KG;2,560;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000083393;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002004;CAMISA JEAN T.46 C LOGO;900003;3;UN;7/9/2025;1,470;KG;1,920;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000116984;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002005;CAMISA JEAN T.48 C LOGO;900004;25;UN;7/9/2025;12,375;KG;59,450;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000117037;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002046;CAMISETA PRIMERA PIEL T.XL;900007;24;UN;7/9/2025;4,344;KG;25,344;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;3078R2;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002046;CAMISETA PRIMERA PIEL T.XL;900008;4;UN;7/9/2025;0,724;KG;4,224;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000085237;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002046;CAMISETA PRIMERA PIEL T.XL;900009;1;UN;7/9/2025;0,181;KG;1,056;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000088014;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002066;PANTALON PRIMERA PIEL T.L;900010;10;UN;7/9/2025;2,250;KG;14,245;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000083344;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1001692;MENTONERA PARA CASCO;900014;212;UN;7/9/2025;5,300;KG;23,850;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000116970;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1001708;GUANTE POLIAMIDA LAMINADO PALMAPU-TALLE9;900016;203;UN;7/9/2025;5,684;KG;101,500;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000117033;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1001720;SEMIMASCARA;900017;4;UN;7/9/2025;0,524;KG;9,900;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;ERUARTE;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000115374;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002004;CAMISA JEAN T.46 C LOGO;900018;3;UN;7/9/2025;1,470;KG;1,920;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;MLARRETA;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000116985;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1002046;CAMISETA PRIMERA PIEL T.XL;900019;1;UN;7/9/2025;0,181;KG;1,056;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;MLARRETA;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000119401;2000;MM01;0;C
8000074947;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1000071338;1001708;GUANTE POLIAMIDA LAMINADO PALMAPU-TALLE9;900020;5;UN;7/9/2025;0,140;KG;2,500;DM3;20/8/2025;C;20/8/2025;17/9/2025;11075;20/8/2025;MLARRETA;1 TRANS PROPIO 20.08.2025;17/9/2025;MMAP;TAN;0000122264;2000;MM01;0;C
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1001697;GUANTE VAQUETA MEDIO PASEO T.10;20;0;UN;8/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;ZPCS;;1000;MR01;0;
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1001731;MALLA NARANJA 50 MT;40;0;UN;8/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;ZPCS;;1000;MR01;0;
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1001777;ESLINGA SINTETICA 6MTS 4TN CERTIFICADA;50;0;UN;8/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;ZPCS;;1000;MR01;0;
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1001808;UREA AZUL 32 X 10 LTS;60;0;UN;8/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;ZPCS;;1000;MR01;0;
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1001895;ALCOHOL LIQUIDO X LITRO;70;0;UN;8/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;ZPCS;;1000;MR01;0;
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1001961;CINTA AISLADORA NEGRA X10MT;80;0;UN;8/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;ZPCS;;1000;MR01;0;
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1001969;ESMALTE SINT. AEROSOL BLANCO X440CC;90;0;UN;8/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;ZPCS;;1000;MR01;0;
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1003953;BATERIA 12V 75AMP;100;0;UN;8/9/2025;0;KG;0;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;ZPCS;;1000;MR01;0;
8000074946;9000000120;00368-YPF Acueducto TBH;1000072409;1001697;GUANTE VAQUETA MEDIO PASEO T.10;900001;72;UN;8/9/2025;8,784;KG;46,800;DM3;20/8/2025;C;20/8/2025;21/8/2025;11074;20/8/2025;ERUARTE;1 EXP LUJAN 20.08.2025;21/8/2025;MLAP;TAN;0000112036;1000;MR01;0;C
